row,col,.value,N_header_label_01,N_header_label_02,N_header_label_03,W_header_label_01,W_header_label_02,W_header_label_03,W_header_label_04,W_header_label_05
58,7,9,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Life sciences,Health sciences,Environmental health,NA
59,7,6,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Life sciences,Health sciences,Health and behavior,NA
60,7,24,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Life sciences,Health sciences,Health services/systems administration,NA
61,7,8,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Life sciences,Health sciences,"Kinesiology, exercise science",NA
62,7,8,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Life sciences,Health sciences,"Medical physics, radiological science",NA
63,7,32,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Life sciences,Health sciences,Nursing science,NA
64,7,29,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Life sciences,Health sciences,Pharmaceutical sciences,NA
65,7,30,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Life sciences,Health sciences,Public health,NA
66,7,3,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Life sciences,Health sciences,"Rehabilitation, therapeutic services",NA
67,7,11,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Life sciences,Health sciences,Speech-language pathology and audiology,NA
68,7,22,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Life sciences,Health sciences,"Health sciences, aggregated",NA
69,7,357,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Health sciences,"Health sciences, aggregated",NA
70,7,180,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Chemistry,"Health sciences, aggregated",NA
71,7,20,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Chemistry,Analytical chemistry,NA
72,7,15,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Chemistry,Chemical biology,NA
73,7,13,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Chemistry,Inorganic chemistry,NA
74,7,8,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Chemistry,Medicinal chemistry,NA
75,7,35,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Chemistry,Organic chemistry,NA
76,7,20,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Chemistry,Physical chemistry,NA
77,7,10,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Chemistry,Polymer chemistry,NA
78,7,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Chemistry,Theoretical chemistry,NA
79,7,44,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Chemistry,"Chemistry, general",NA
80,7,13,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Chemistry,"Chemistry, other",NA
81,7,46,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences","Chemistry, other",NA
82,7,20,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,NA
83,7,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,"Atmospheric physics, meteorology"
84,7,19,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,"Atmospheric chemistry, atmospheric sciences-general, atmospheric sciences-other"
85,7,13,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,NA
86,7,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,"Geochemistry, mineralogy"
87,7,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,Geology
88,7,8,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,"Geomorphology, geological sciences-general, geological sciences-other"
89,7,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,Geophysics and seismology
90,7,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,"Paleontology, stratigraphy"
91,7,13,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences ,NA
92,7,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences ,Marine biology and biological oceanography
93,7,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences ,"Oceanography, chemical and physical"
94,7,7,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences ,"Ocean/marine sciences, aggregated"
95,7,131,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Physics and astronomy ,Ocean and marine sciences ,NA
96,7,19,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Physics and astronomy ,Astronomy and astrophysics ,NA
97,7,3,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Physics and astronomy ,Astronomy and astrophysics ,Astronomy
98,7,16,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Physics and astronomy ,Astronomy and astrophysics ,Astrophysics
99,7,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Physics and astronomy ,Astronomy and astrophysics ,"Astronomy and astrophysics, other"
100,7,112,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,NA
101,7,15,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Acoustics, optics/photonics"
102,7,8,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,Applied physics
103,7,9,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Atomic physics, polymer physics"
104,7,10,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,Biophysics (physics)
105,7,22,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Condensed matter, low-temperature physics"
106,7,25,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,Elementary particle physics
107,7,3,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,Nuclear physics
108,7,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Plasma, high-temperature physics"
109,7,16,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Physics, general"
110,7,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Physics, other"
111,7,276,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Mathematics and computer sciences,Physics and astronomy ,Physics ,NA
112,7,139,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Mathematics and computer sciences,Computer and information sciences,Physics ,NA
113,7,102,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Mathematics and computer sciences,Computer and information sciences,Computer science,NA
114,7,18,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Mathematics and computer sciences,Computer and information sciences,"Information science, systems",NA
115,7,5,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, general",NA
116,7,14,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, other",NA
117,7,137,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Mathematics and computer sciences,Mathematics and statistics ,"Computer and information sciences, other",NA
118,7,6,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Mathematics and computer sciences,Mathematics and statistics ,Algebra,NA
119,7,5,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Mathematics and computer sciences,Mathematics and statistics ,Analysis and functional analysis,NA
120,7,32,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Mathematics and computer sciences,Mathematics and statistics ,"Applied mathematics, computing theory",NA
121,7,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Mathematics and computer sciences,Mathematics and statistics ,"Geometry, geometric analysis",NA
122,7,3,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Mathematics and computer sciences,Mathematics and statistics ,"Logic, topology/foundations",NA
123,7,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Mathematics and computer sciences,Mathematics and statistics ,Number theory,NA
124,7,31,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Mathematics and computer sciences,Mathematics and statistics ,"Operations research, mathematics/statistics-general, mathematics/statistics-other",NA
125,7,54,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Mathematics and computer sciences,Mathematics and statistics ,Statistics (mathematics),NA
126,7,532,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Mathematics and statistics ,Statistics (mathematics),NA
127,7,220,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,Statistics (mathematics),NA
128,7,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,Behavioral analysis,NA
129,7,77,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,Clinical psychology,NA
130,7,11,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,Cognitive neuroscience,NA
131,7,12,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,Cognitive psychology and psycholinguistics,NA
132,7,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,Community psychology,NA
133,7,22,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,Counseling,NA
134,7,14,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,Developmental and child psychology,NA
135,7,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,Educational psychology (psychology),NA
136,7,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,Experimental psychology,NA
137,7,10,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,"Family psychology, human development and family studies",NA
138,7,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,"Health, medical psychology",NA
139,7,8,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,Industrial and organizational psychology,NA
140,7,3,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,"Marriage and family therapy, counseling",NA
141,7,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,"Neuropsychology, physiological psychology",NA
142,7,21,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,School psychology (psychology),NA
143,7,12,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,Social psychology,NA
144,7,7,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,"Psychology, general",NA
145,7,11,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Psychology ,"Psychology, aggregated",NA
146,7,312,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,"Psychology, aggregated",NA
147,7,20,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Anthropology ,NA
148,7,14,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, cultural"
149,7,3,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, general"
150,7,3,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, physical and biological"
151,7,87,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Economics ,NA
152,7,87,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Economics ,"Econometrics, economics"
153,7,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Economics ,Natural resources and environmental economics (social sciences)
154,7,33,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Political science and government,NA
155,7,35,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Sociology,NA
156,7,137,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Other social sciences,NA
157,7,6,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Other social sciences,"American, U.S. studies"
158,7,12,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Applied linguistics
159,7,13,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Area, ethnic, and cultural studies"
160,7,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Criminal justice and corrections
161,7,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Criminology
162,7,19,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Demography, gerontology, statistics, urban affairs, social sciences- general, social sciences-other"
163,7,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Gender and women's studies
164,7,13,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Geography
165,7,3,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Health policy analysis
166,7,17,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Other social sciences,"International relations, international affairs"
167,7,14,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Linguistics
168,7,19,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Public policy analysis
169,7,13,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Urban, city, community and regional planning"
170,7,732,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Engineering,Social sciences ,Other social sciences,NA
171,7,25,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",Other social sciences,NA
172,7,167,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Engineering,Bioengineering and biomedical engineering,Other social sciences,NA
173,7,89,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Engineering,Chemical engineering,Other social sciences,NA
174,7,30,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Engineering,Civil engineering,Other social sciences,NA
175,7,142,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Engineering,"Electrical, electronics, and communications engineering",Other social sciences,NA
176,7,16,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Engineering,Industrial and manufacturing engineering,Other social sciences,NA
177,7,65,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Engineering,Materials science engineering,Other social sciences,NA
178,7,79,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Engineering,Mechanical engineering,Other social sciences,NA
179,7,119,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Engineering,Other engineering,Other social sciences,NA
180,7,25,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Engineering,Other engineering,Computer engineering,NA
181,7,17,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Engineering,Other engineering,"Environmental, environmental health engineering",NA
182,7,8,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Engineering,Other engineering,Nuclear engineering,NA
183,7,9,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Engineering,Other engineering,Robotics,NA
184,7,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Engineering,Other engineering,Structural engineering,NA
185,7,6,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Engineering,Other engineering,Systems engineering,NA
186,7,50,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Engineering,Other engineering,"Other engineering, aggregated",NA
187,7,224,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Other engineering,"Other engineering, aggregated",NA
188,7,37,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education administration,"Other engineering, aggregated",NA
189,7,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education administration,Educational administration and supervision,NA
190,7,14,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education administration,"Educational and human resource studies, development",NA
191,7,16,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education administration,Educational leadership,NA
192,7,5,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education administration,Urban education and leadership,NA
193,7,124,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education research ,Urban education and leadership,NA
194,7,6,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education research ,"Counseling education, counseling and guidance",NA
195,7,25,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education research ,Curriculum and instruction,NA
196,7,5,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education research ,"Educational assessment, testing, measurement",NA
197,7,12,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education research ,Educational policy analysis,NA
198,7,16,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education research ,Educational psychology (education),NA
199,7,9,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education research ,"Educational statistics, research methods",NA
200,7,13,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education research ,"Educational/instructional technology, media design",NA
201,7,15,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education research ,Higher education evaluation and research,NA
202,7,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education research ,International education,NA
203,7,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education research ,School psychology (education),NA
204,7,7,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education research ,Social and philosophical foundations of education,NA
205,7,10,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Education research ,Special education,NA
206,7,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Teacher education,Special education,NA
207,7,42,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Teaching fields ,Special education,NA
208,7,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Teaching fields ,English as a second or foreign language,NA
209,7,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Teaching fields ,Health education,NA
210,7,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Teaching fields ,Literacy and reading education,NA
211,7,5,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Teaching fields ,Mathematics education,NA
212,7,3,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Teaching fields ,Music education,NA
213,7,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Teaching fields ,Science education,NA
214,7,21,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Teaching fields ,"Teaching fields, aggregated",NA
215,7,17,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Other education ,"Teaching fields, aggregated",NA
216,7,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Other education ,Workforce education and development,NA
217,7,7,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Other education ,"Education, general",NA
218,7,8,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Education,Other education ,"Education, other",NA
219,7,181,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Other education ,"Education, other",NA
220,7,19,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Foreign languages and literature,"Education, other",NA
221,7,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Foreign languages and literature,French,NA
222,7,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Foreign languages and literature,Germanic language and literature,NA
223,7,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Foreign languages and literature,Italian,NA
224,7,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Foreign languages and literature,Spanish language and literature,NA
225,7,16,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Foreign languages and literature,"Other languages, aggregated",NA
226,7,26,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,History,"Other languages, aggregated",NA
227,7,6,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,History,"American history, United States and Canada",NA
228,7,8,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,History,Asian history,NA
229,7,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,History,European history,NA
230,7,5,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,History,"History, science and technology and society",NA
231,7,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,History,Latin American history,NA
232,7,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,History,"Middle, Near East history",NA
233,7,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,History,"History, general",NA
234,7,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,History,"History, aggregated",NA
235,7,53,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Letters,"History, aggregated",NA
236,7,11,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Letters,"American literature, United States and Canada",NA
237,7,3,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Letters,Classics,NA
238,7,9,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Letters,Comparative literature,NA
239,7,6,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Letters,English language,NA
240,7,17,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Letters,"English literature, British and Commonwealth",NA
241,7,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Letters,Rhetoric and composition,NA
242,7,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Letters,Speech and rhetorical studies,NA
243,7,3,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Letters,"Letters, aggregated",NA
244,7,83,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Other humanities and arts,"Letters, aggregated",NA
245,7,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Other humanities and arts,Archaeology (humanities),NA
246,7,15,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",NA
247,7,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Other humanities and arts,"Dance, drama",NA
248,7,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Other humanities and arts,"Film, cinema, video studies",NA
249,7,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Other humanities and arts,Music,NA
250,7,6,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,NA
251,7,7,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Other humanities and arts,Music performance,NA
252,7,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Other humanities and arts,Music theory and composition,NA
253,7,11,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,All fields,Humanities and arts,Other humanities and arts,"Philosophy, ethics",NA
